1,0
2,1
3,0
4,1
5,1
6,0
7,0
8,1
9,0
10,1
11,1
12,0
13,1
14,0
15,0
16,0
17,0
18,0
19,1
20,1
21,1
22,0
23,1
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,1
38,1
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,1
47,1
48,0
49,0
50,1
51,0
52,0
53,1
54,0
55,0
56,1
57,0
58,0
59,1
60,0
61,1
62,0
63,0
64,0
65,1
66,0
67,1
68,1
69,1
70,1
71,1
72,0
73,0
74,0
75,1
76,1
77,0
78,0
79,1
80,0
81,0
82,1
83,0
84,0
85,1
86,1
87,0
88,1
89,0
90,0
91,1
92,0
93,1
94,0
95,0
96,0
97,0
98,0
99,1
100,0
101,1
102,1
103,1
104,0
105,0
106,0
107,0
108,0
109,1
110,0
111,1
112,1
113,0
114,0
115,1
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,1
125,0
126,0
127,0
128,0
129,1
130,1
131,0
132,0
133,1
134,0
135,0
136,1
137,0
138,0
139,0
140,0
141,1
142,0
143,0
144,0
145,0
146,1
147,0
148,0
149,0
150,1
151,1
152,0
153,1
154,0
155,0
156,0
157,1
158,1
159,0
160,0
161,1
162,1
163,0
164,0
165,1
166,0
167,1
168,0
169,0
170,1
171,1
172,0
173,1
174,0
175,0
176,1
177,1
178,0
179,0
180,1
181,0
182,1
183,0
184,0
185,1
186,0
187,1
188,0
189,1
190,1
191,0
192,1
193,0
194,0
195,1
196,0
197,0
198,0
199,0
200,0
201,1
202,1
203,0
204,0
205,1
206,0
207,0
208,1
209,0
210,1
211,0
212,0
213,0
214,0
215,0
216,0
217,1
218,1
219,0
220,0
221,1
222,0
223,0
224,1
225,0
226,0
227,1
228,0
229,0
230,0
231,0
232,0
233,0
234,1
235,0
236,1
237,0
238,1
239,1
240,0
241,0
242,0
243,1
244,1
245,0
246,0
247,0
248,0
249,0
250,1
251,0
252,0
253,0
254,0
255,0
256,0
257,1
258,0
259,0
260,1
261,1
262,0
263,0
264,0
265,1
266,0
267,0
268,0
269,0
270,0
271,1
272,1
273,0
274,0
275,0
276,0
277,1
278,0
279,0
280,1
281,0
282,1
283,1
284,0
285,0
286,1
287,0
288,0
289,0
290,1
291,0
292,0
293,0
294,1
295,0
296,1
297,1
298,0
299,0
300,1
301,0
302,0
303,0
304,1
305,0
306,1
307,0
308,0
309,0
310,0
311,0
312,1
313,0
314,0
315,0
316,1
317,0
318,0
319,1
320,0
321,0
322,1
323,1
324,0
325,0
326,1
327,0
328,0
329,0
330,0
331,0
332,0
333,1
334,0
335,0
336,1
337,0
338,1
339,1
340,0
341,0
342,1
343,0
344,1
345,0
346,0
347,1
348,0
349,0
350,0
351,0
352,0
353,1
354,0
355,0
356,0
357,1
358,0
359,0
360,1
361,1
362,0
363,0
364,1
365,0
366,0
367,0
368,1
369,0
370,0
371,0
372,1
373,0
374,0
375,0
376,0
377,0
378,0
379,1
380,1
381,0
382,1
383,0
384,0
385,0
386,0
387,0
388,1
389,0
390,0
391,0
392,0
393,0
394,1
395,0
396,1
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,1
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,1
416,0
417,0
418,1
419,0
420,0
421,0
422,0
423,0
424,1
425,0
426,0
427,0
428,1
429,0
430,0
431,0
432,0
433,1
434,0
435,0
436,0
437,0
438,0
439,1
440,1
441,0
442,0
443,0
444,0
445,1
446,1
447,1
448,1
449,0
450,0
451,0
452,0
453,1
454,0
455,0
456,0
457,1
458,1
459,0
460,0
461,0
462,1
463,0
464,0
465,1
466,0
467,1
468,0
469,0
470,0
471,1
472,0
473,0
474,0
475,0
476,0
477,0
478,1
479,1
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,1
493,0
494,0
495,0
496,0
497,0
498,1
499,0
500,0
501,0
502,1
503,0
504,0
505,0
506,0
507,0
508,1
509,1
510,0
511,1
512,1
513,1
514,0
515,0
516,0
517,1
518,1
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,1
534,0
535,0
536,1
537,0
538,0
539,1
540,0
541,0
542,1
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,0
552,0
553,1
554,0
555,0
556,1
557,1
558,1
559,0
560,0
561,1
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,1
571,0
572,0
573,0
574,0
575,0
576,1
577,0
578,0
579,0
580,0
581,0
582,1
583,0
584,0
585,1
586,1
587,0
588,0
589,1
590,1
591,0
592,1
593,1
594,1
595,0
596,1
597,0
598,0
599,0
600,0
